Mon Dec 16 00:41:08 2019,10091,1,-0.76,-4.52,4.5,250.13,31.46,-175.89,2
Mon Dec 16 00:41:09 2019,10092,1,3.34,2.65,4.91,215.95,-1.28,-191.95,2
Mon Dec 16 00:41:09 2019,10093,1,8.76,7.44,10.46,15.97,78.12,-20.27,2
Mon Dec 16 00:41:09 2019,10094,1,1.06,-1.92,3.18,-62.23,-5.76,57.89,2
Mon Dec 16 00:41:09 2019,10095,1,1.87,-2.33,7.74,-54.87,60.24,17.98,2
Mon Dec 16 00:41:09 2019,10096,1,2.19,-2.67,7.24,-62.02,61.57,-17.15,2
Mon Dec 16 00:41:09 2019,10097,1,1.54,-1.36,6.97,-32.07,53.56,12.05,2
Mon Dec 16 00:41:09 2019,10098,1,0.27,-2.38,8.43,-3.62,-8.37,14.63,2
Mon Dec 16 00:41:09 2019,10099,1,0.9,-2.13,6.88,79.06,-21.08,36.11,2
Mon Dec 16 00:41:09 2019,10100,1,0.96,-1.3,6.76,91.66,-5.96,11.22,2
Mon Dec 16 00:41:09 2019,10101,1,0.97,-1.07,5.75,56.39,5.31,-5.11,2
Mon Dec 16 00:41:09 2019,10102,1,1.27,-1.03,-0.68,-75.09,-70.76,146.64,2
Mon Dec 16 00:41:09 2019,10103,1,2.74,-3.78,7.61,-58.13,-53.55,59.68,2
Mon Dec 16 00:41:09 2019,10104,1,3.93,-2.28,3.85,-110.09,60.19,21.31,2
Mon Dec 16 00:41:09 2019,10105,1,1.72,-4.87,9.7,32.96,12.33,-19.05,2
Mon Dec 16 00:41:09 2019,10106,1,1.76,-2.04,6.89,-15.69,3.93,3.53,2
Mon Dec 16 00:41:09 2019,10107,1,1.33,-3.37,5.23,-169.07,138.79,29.34,2
Mon Dec 16 00:41:09 2019,10108,1,0.03,-5.41,8.03,38.7,-13.49,-0.4,2
Mon Dec 16 00:41:10 2019,10109,1,1.88,-4,7.76,-16.57,3.61,0.69,2
Mon Dec 16 00:41:10 2019,10110,1,1.7,-4.41,7.84,4.12,-12.03,1.39,2
Mon Dec 16 00:41:10 2019,10111,1,1.69,-4.45,7.92,-1.64,-6.73,0.78,2
Mon Dec 16 00:41:10 2019,10112,1,1.59,-4.48,7.84,1.28,-1.53,0.18,2
Mon Dec 16 00:41:10 2019,10113,1,1.49,-4.44,7.76,0.95,-3.67,0.39,2
Mon Dec 16 00:41:10 2019,10114,1,1.44,-4.47,7.8,-3.85,-4.48,-0.03,2
Mon Dec 16 00:41:10 2019,10115,1,1.49,-4.77,7.78,6.44,2.63,0.6,2
